CRED T,CRED T-1,CRED T-2,NCC T,NCC T-1,NCC T-2,INCOME,N_EDUC,AGE,SX,CIV_ST,T_WEB T,T_WEB T-1,T_WEB T-2,MAR_T,MAR_T-1,MAR_T-2,MAR_T-3,MAR_T-4,MAR_T-5,MAR_T-6,TARGET
640.04,115.83,101.31,1,1,1,1724,4,44,1,1,0,0,10,25.82,19.76,33.43,18.11,29.08,23.82,36.02,nonchurner
666.12,146.09,143.22,1,0,0,854,4,52,1,2,0,0,5,-1.29,14.01,6.35,4.18,-2.3,1.62,2.06,nonchurner
594.04,93.96,93.96,1,1,0,133,1,24,1,1,0,0,0,-57.51,0,0,0,0,0,0,nonchurner
595.65,114.41,94.61,1,1,1,509,3,45,0,2,1,2,0,15.47,-8,4.25,2.09,3.49,2.16,12.27,nonchurner
630.13,120.62,121.11,1,1,1,670,4,31,1,1,4,0,2,-0.02,6.2,-0.53,-0.89,3.63,8.93,-2.5,nonchurner
621.89,107.73,106.13,1,0,0,600,4,31,0,1,13,15,10,-15.01,4.22,-2.16,-2.94,-1.92,-0.82,-5.31,nonchurner
630.6,136.09,140.36,0,0,0,540,3,42,0,1,1,0,2,-6.44,-6.44,-9.46,-8.9,-7.63,-8.09,-2.54,nonchurner
592.76,93.96,93.96,1,0,0,500,4,25,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
682.14,213.89,129.24,1,1,1,504,3,40,0,1,1,0,0,2.33,3.11,-7.12,-0.32,5.54,-1.84,-5.44,nonchurner
595.3,97.01,97.23,1,1,1,577,4,33,0,2,0,4,5,17.93,-6.91,12.69,6.68,1.73,0.02,1.84,nonchurner
608.27,101.56,133.24,1,1,1,720,3,27,1,1,3,3,0,5.87,9.84,15.85,2.21,4.52,3.4,3.93,nonchurner
611.77,148.17,97.66,1,1,1,208,4,29,0,2,0,1,4,-10.98,4.96,9.05,-2.92,-1.18,-5.85,-4.8,nonchurner
596.23,100.27,99.09,1,1,1,400,3,39,0,2,5,3,5,5.59,13.49,8.88,8.62,-19.12,26.51,9.71,nonchurner
704.13,241.23,248.68,1,1,1,988,4,32,0,2,19,16,7,34.82,24.61,16.85,1.45,7.14,-6.05,-6.66,nonchurner
615.17,102.96,98.78,1,1,1,700,3,40,1,2,0,0,0,3.92,4.74,1.6,6.25,6.68,4.14,6.63,nonchurner
851.42,344.85,334.75,1,1,1,1308,4,37,0,1,14,16,11,-16.42,-70.46,8.9,2.57,5.7,18.58,4.3,nonchurner
592.76,93.96,93.96,1,0,0,483,3,40,1,1,0,0,0,0,0,0,0,0,0,0,nonchurner
660.96,123.76,145.52,1,1,1,620,4,41,1,2,3,10,0,-2.69,5.31,5.44,13.38,3.49,2.46,1.68,nonchurner
690.33,159.47,159.21,0,0,0,1140,4,48,0,1,0,18,12,21.16,24.72,-22.74,4.24,9.23,9.17,3.56,nonchurner
596.29,97.61,96.7,0,0,0,443,3,37,0,1,9,23,17,11.09,1.21,-0.65,6.96,5.41,3.25,-6.32,nonchurner
609.07,94.77,93.96,1,1,1,598,4,40,1,2,6,1,0,1.34,4.86,-71.68,0,0,0,0,nonchurner
649.97,120.04,98.5,2,2,2,855,3,30,1,2,18,22,5,52.96,16.24,27.21,621.59,-514.69,4.55,38.21,nonchurner
595.56,99.94,97.82,1,1,1,550,2,48,1,2,0,0,0,26.79,31.99,27.24,35.3,2.01,26.17,28.81,nonchurner
592.76,105.66,93.96,1,1,1,472,3,28,1,1,13,0,0,28.08,-79.37,0,0,0,0,0,nonchurner
1086.36,123.52,115.42,1,1,1,750,4,50,1,2,0,0,0,26.54,6.31,10.85,2.33,1.39,5.97,-1.07,nonchurner
732.05,220.73,221.29,1,1,1,948,4,60,0,2,6,8,33,5.02,10.81,2.15,-1.07,-55.05,0,0,nonchurner
605.62,95.2,113.77,1,1,1,630,4,32,1,1,19,5,12,23.07,-5.45,27.14,26.85,14.4,16.4,12.53,nonchurner
593.74,95.51,96.15,0,0,0,1996,4,40,0,2,0,0,0,10.75,-2.73,-2.3,-2.34,-2.33,-2.32,-2.36,nonchurner
597.19,99.37,95.38,1,1,1,740,3,33,1,2,0,0,8,-9.89,11.14,7.51,-1.86,-4.13,-2.01,-0.97,nonchurner
599.18,107.39,106.29,1,1,1,1003,4,30,1,1,0,2,10,28.95,28.25,33.15,29.63,26.2,31.79,-70.83,nonchurner
621.17,117.87,122.24,0,0,0,760,4,29,1,1,4,2,2,-6.92,-0.35,-5.61,-5.12,-5.48,-4.8,-4.12,nonchurner
596.45,94.58,95.36,1,1,1,1110,4,32,1,2,2,5,7,76.61,47.28,105.56,120,-112.78,518.87,21.45,nonchurner
606.46,103.92,100.8,2,2,2,580,3,35,1,2,0,10,0,38.43,26.01,32.62,28.43,28.3,38.86,34.88,nonchurner
596.76,112,95.43,2,2,2,1030,4,32,1,2,2,1,3,21.21,-33.36,1.61,-3.55,-1.65,-2.01,2.42,nonchurner
601.47,101.56,103.46,1,1,1,658,4,43,1,2,0,0,0,3.55,-0.15,4.79,4.89,10.05,10.43,13.73,nonchurner
674.57,686.72,896.59,1,1,1,1130,4,36,1,4,3,4,18,16.38,40.38,45.6,82.38,1.1,38.69,17.07,nonchurner
675.79,187.37,237.55,1,1,1,946,4,45,1,2,0,2,0,-3.59,12.93,-0.86,16.71,8.73,10.71,4.24,nonchurner
592.76,93.96,93.96,1,1,1,2000,3,39,1,1,5,9,4,112.51,96.21,93.48,78.65,95.31,107.62,101.45,nonchurner
607.86,101.96,97.4,1,1,1,571,4,47,1,2,8,14,8,4.47,19.69,12.97,16.96,14.6,16.91,32.25,nonchurner
633.48,148.31,299.78,1,1,1,1048,4,38,1,2,6,23,21,-0.84,-1.01,-3.21,-4.08,-9.41,-9.9,16.11,nonchurner
602.7,105.84,109.05,1,1,1,400,4,29,0,1,43,21,27,15.43,6.62,7.52,17.21,9.78,7.44,7,nonchurner
664.15,118.41,100.23,1,1,1,1100,4,63,1,2,0,0,0,-0.53,14.02,-2.12,-14.32,-9.01,3.97,12.14,nonchurner
636.07,136.7,145.12,1,1,1,988,4,29,1,2,2,0,0,5.38,11.21,6.09,1.01,0.05,-1.27,-0.9,nonchurner
842.3,319.22,507.24,1,1,1,620,4,29,1,1,7,0,0,22.72,15.41,17.01,22.64,10.2,5.15,4.08,nonchurner
604.59,96.16,93.96,1,1,1,453,3,27,0,2,0,2,0,0.89,6.2,-53.85,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,1086,4,65,1,2,0,0,0,1.11,17.43,-0.95,-0.32,-0.36,-0.4,-0.49,nonchurner
660.52,113.92,124.27,0,0,0,550,3,47,1,2,15,12,7,2.47,5.18,-0.62,0.39,-1.74,-0.36,0.8,nonchurner
598.04,99.17,105.55,0,0,0,500,4,40,1,2,0,5,0,-1.52,3.41,-3.97,-0.13,-3.5,-2.37,-2.11,nonchurner
619.4,115.23,113.17,1,1,1,750,3,47,1,2,0,2,2,29.01,19.03,26.58,25.21,26.49,24.64,30.5,nonchurner
621.62,93.96,93.96,1,1,0,499,3,33,0,1,0,0,0,-83.33,-3.09,-0.19,-0.19,-0.19,-0.19,-0.19,nonchurner
626.58,123.55,111.8,0,0,0,547,3,39,1,2,0,15,6,3.6,7.7,13.92,4.06,5.81,5.96,7.75,nonchurner
592.73,95.39,93.63,1,1,1,952,4,33,1,1,23,12,5,-468.14,394.42,-88.35,68.03,94.26,50.09,99.61,nonchurner
600.43,112.85,114.3,1,1,1,380,4,34,0,1,0,2,2,6.07,11.17,3.81,13.86,3.75,6.64,6.67,nonchurner
597.18,95.66,96.41,0,0,0,824,4,31,1,2,8,9,0,-0.85,0.09,1.1,1.32,0.03,-0.55,-1.53,nonchurner
592.72,93.02,93.91,0,0,0,550,4,29,1,1,0,0,0,8.81,-2.53,8.67,6.95,5.94,26.57,4.13,nonchurner
590.8,94.27,93.96,1,1,1,1255,3,37,1,2,71,21,20,35.14,-9.28,16.53,18.91,-0.67,18.64,30.74,nonchurner
644.55,134.22,99.77,0,1,1,1305,4,40,1,4,7,15,6,-5.17,-3.1,1.12,1,4.54,-12.43,5.35,nonchurner
610.6,115.1,109.09,1,1,1,643,3,34,0,1,0,4,22,6.74,16.84,7.44,-28.26,-3.27,-3.98,-2.99,nonchurner
592.76,93.96,93.96,1,1,1,1079,4,45,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,845,4,47,1,2,0,0,0,1.86,5.39,0.52,0.34,1.59,0.22,0.44,nonchurner
607.34,109.28,109.83,2,2,2,750,4,35,1,2,4,15,8,22.6,-8.64,12.83,16.19,25.33,23.01,31.07,nonchurner
594,95.96,94.04,1,1,1,646,3,43,1,2,7,7,4,27.81,6.15,25.82,21.37,21.54,25.03,10.57,nonchurner
598.47,96.5,94.48,0,0,0,305,3,29,1,1,10,10,7,5.04,-6.03,-0.34,4.37,4.72,6.83,2.92,nonchurner
611.55,114.2,114.64,1,1,1,658,4,35,1,1,0,0,0,10.3,-3.96,10.5,9.35,9.7,9.71,9.07,nonchurner
592.76,93.96,93.96,1,1,1,970,4,36,1,2,0,0,0,14.05,4.12,0.03,-0.57,0.14,0.09,12.11,nonchurner
592.76,93.96,93.97,1,1,1,503,3,28,0,1,0,0,4,-1.89,-2.13,7.23,-2.27,0.33,1.94,3.27,nonchurner
596.42,102.62,97.36,1,1,1,420,3,40,1,2,0,3,0,13.8,9.41,21.25,10.52,12.91,9.32,10.82,nonchurner
600.16,99.47,98.07,1,1,1,650,3,29,1,2,71,21,12,48.05,-33.41,13.16,24.18,-17.14,1.32,37.23,nonchurner
909.49,400.54,420.92,1,1,1,1765,3,47,1,2,0,1,4,16.77,22.61,22.87,23.71,22.74,25.3,23.4,nonchurner
608.97,111.7,106.12,2,2,2,1405,4,34,1,2,0,12,0,1419.54,-216.52,136.71,-63.87,119.08,-562.8,860.32,nonchurner
626.3,147.36,121.66,1,1,1,2117,4,36,1,2,0,0,0,50.29,77.45,67.84,41.78,46.08,45.42,141.63,nonchurner
592.76,93.96,93.96,1,1,1,1000,1,33,0,1,0,0,0,22.63,-0.5,25.03,13.07,13.71,13.33,19.76,nonchurner
621.02,111.01,117.02,1,1,1,556,4,32,0,1,0,2,0,4.48,10.93,7.43,6.9,13.23,10.29,4.78,nonchurner
604.24,106.51,119.94,1,1,1,1270,4,28,0,1,4,17,11,16.96,15.85,12.73,4.86,11.35,13.4,41.59,nonchurner
592.76,93.96,93.96,1,1,1,1245,4,33,1,2,0,0,0,0,0,0,1.22,-2.47,-3.88,0.61,nonchurner
599.47,117.63,93.96,1,1,1,519,4,30,1,1,6,8,1,15.82,-21.56,9.45,7.27,-0.24,-55.45,0,nonchurner
594.84,98.56,100.88,1,1,1,600,4,27,1,1,6,16,0,18.46,28.67,11.66,27.45,14.62,18.43,-60.33,nonchurner
592.76,93.96,93.96,1,1,1,723,2,34,1,1,5,0,0,19.66,27.03,11.66,18.07,7.34,8.14,109.12,nonchurner
592.76,93.96,93.96,1,1,1,1405,4,34,1,1,0,0,0,2.22,8.35,8.87,8.71,16.61,3.36,2.23,nonchurner
608.71,102.17,100.11,1,1,1,580,3,41,0,1,7,24,25,6.26,5.97,5.33,3.46,0.39,12.3,6.85,nonchurner
610.15,127.43,465.81,1,1,1,789,4,32,1,1,2,9,8,-4.18,-135.94,3.67,-11.06,17.36,-8.22,8.42,nonchurner
592.76,93.96,93.96,1,0,0,410,4,24,0,1,0,0,0,0,0,0,0,0,0,0,nonchurner
619.96,116.85,104.45,1,2,2,1991,4,60,1,4,4,7,3,25.3,-19.16,25.11,16.82,20.33,19.98,32.17,nonchurner
592.76,94.04,103.83,2,2,2,1034,4,40,1,2,0,0,0,-1.22,3.46,6.89,28.9,16.02,16.67,15.57,nonchurner
592.76,93.96,93.96,2,2,0,550,4,28,1,2,0,0,0,-79.51,0,0,0,0,0,0,nonchurner
622.84,114.36,103.67,1,1,1,730,4,31,1,2,6,19,43,30.69,2.22,32.05,34.32,25.14,22.16,25.91,nonchurner
625.56,113.52,96.04,1,1,1,479,4,27,1,1,0,2,8,17.37,12.64,13.51,-21.88,4.43,-0.39,4.82,nonchurner
604.69,104.29,97.39,1,1,1,2508,4,32,1,2,0,0,0,28.44,23.1,21.58,21.74,-79.04,240.9,-304.95,nonchurner
592.76,93.96,93.99,1,1,1,480,3,44,0,3,0,0,0,35.21,15.79,33.05,38.78,35.46,38.57,36.04,nonchurner
603.26,102.84,100.78,1,1,1,717,4,38,1,2,0,21,2,-0.31,4.62,-3.36,-0.26,-4.58,-2.96,-1.91,nonchurner
600.53,96.92,97.86,1,1,1,320,4,43,0,1,4,3,0,-3.78,3.62,-58.53,-0.13,-0.02,-1.01,-0.75,nonchurner
673.92,205.83,186.04,1,1,1,733,3,35,1,2,0,4,8,4.98,9.15,10.16,4.24,7.92,7.22,2.28,nonchurner
607.29,104.21,103.63,1,1,1,451,3,24,0,1,5,0,0,3.74,9.6,3.56,2.38,-6.76,5.07,3.97,nonchurner
608.83,100.01,102.41,1,1,1,600,3,33,1,1,76,62,86,22.53,25.57,23.31,25.61,21.67,21.95,25.84,nonchurner
592.82,95.62,99.07,1,1,1,877,3,37,1,4,1,0,0,0.12,5.52,0.1,-2.14,-1.25,-0.92,-2.12,nonchurner
639.55,113.86,136.88,1,1,1,723,4,51,1,2,1,3,0,7.06,-0.03,-3.15,0.21,2.23,-2.69,-1.35,nonchurner
599.1,94.32,93.96,1,1,1,900,4,34,1,2,1,0,0,-6.38,-51.19,0,0,0,0,0,nonchurner
592.76,93.96,93.96,1,1,1,1961,4,47,1,4,0,0,3,107.78,-4.56,49.25,45.27,28.47,23.69,17.48,nonchurner
596.5,98.56,97.08,1,1,1,1280,4,40,0,1,0,2,8,71.92,-4.64,35.35,29.12,28.93,38.68,42.56,nonchurner
592.76,95.02,96.94,1,1,1,713,3,43,1,2,0,0,0,0.76,2.27,-0.41,-0.76,1.41,5.83,-0.47,nonchurner
610.44,116.86,105.56,1,1,1,400,3,27,0,1,2,3,0,14.6,8.64,19.15,15.26,9.63,13.09,5.88,nonchurner
605.01,106.13,97.48,0,0,0,401,4,32,1,2,9,11,12,11.96,16.95,-17,20.04,19.44,21.94,19.33,nonchurner
593.38,95.65,97.43,1,1,1,608,4,29,0,2,6,6,5,8.64,19.1,18.43,13.19,27.94,27.09,33.13,nonchurner
607.84,109.03,104.95,1,1,1,817,4,35,0,1,0,0,2,-4.38,-4.63,-4.73,-7.1,-6.1,8.28,-5.65,nonchurner
614.72,122.72,119.88,1,1,1,657,4,32,0,2,2,8,0,2.21,4.56,-0.92,-2.98,-0.31,-2.95,-1.58,nonchurner
600.72,119.64,107.72,0,0,0,530,3,50,0,1,9,8,6,13.62,-8.21,-2.62,1.96,7.95,6.15,9.34,nonchurner
814.25,224.44,213.91,1,1,1,2356,4,36,1,2,6,0,0,33.59,33.59,28.15,22.16,45.88,-15.69,0,nonchurner
592.76,93.96,93.96,1,1,1,1338,4,37,1,2,0,0,0,56.95,37.65,62.95,115.7,108.29,82.22,77.66,nonchurner
598.24,93.96,93.96,1,1,1,570,4,39,1,2,1,0,0,2.15,-48.46,0,0,0,0,0,nonchurner
647.56,117.17,98.93,2,2,2,1230,4,30,1,2,6,6,12,27.83,56.98,2.33,11.38,295.64,209.7,1459.61,nonchurner
632.53,135.14,99.1,1,1,1,790,3,35,1,1,2,3,2,24.59,18.13,40.24,34.04,32.78,25.09,28.61,nonchurner
596.11,107.64,109.09,1,1,1,500,3,41,0,1,19,10,20,-6.5,3.01,-3.64,-4.73,7.24,-0.91,-6.56,nonchurner
625.26,120.05,192.39,0,0,0,550,3,43,0,1,3,12,16,-6.5,-5.93,-2.92,-5.44,-7.51,-7.4,-5.02,nonchurner
618.91,128.03,145.41,0,0,0,520,4,45,1,2,5,1,0,0.79,6.37,-3.35,-1.39,-2.84,-3.99,-2.08,nonchurner
592.76,93.96,93.96,1,1,1,2236,4,51,1,2,0,0,0,0.25,-3.02,0.38,0.02,0,-0.06,-0.14,nonchurner
599.78,97.55,102.51,1,1,1,557,3,47,0,2,2,3,3,16.16,16.78,14.19,20.21,3.24,11.5,18.44,nonchurner
609.24,113.21,104.9,1,1,1,818,4,30,0,2,0,3,0,26.61,17.44,19.96,16.33,-5.07,12.88,7.13,nonchurner
595.45,94.38,93.96,1,1,1,667,4,26,1,2,0,0,0,1.3,-48.45,0,0,0,0,0,nonchurner
664.85,102.09,102.74,0,1,1,416,4,28,1,1,10,4,9,12.39,6.19,7,9.35,3.47,4.68,12.26,nonchurner
1006.59,727.07,291.65,0,0,0,870,4,32,1,1,2,13,2,50.76,59.14,-12.24,0.99,9.66,-1.07,-0.8,nonchurner
652.62,114.87,256.49,1,1,1,765,1,40,1,2,0,0,0,16.79,18.9,16.26,25.15,27.06,18.77,41.55,nonchurner
608.16,106.62,107.02,0,0,0,500,4,38,1,2,0,3,14,-5.12,-0.1,-4.29,8.18,-5.91,-2.85,-2.85,nonchurner
590.44,97.63,90.9,1,1,1,1085,4,43,1,2,86,97,79,248.88,-199.5,28.62,28.28,31.76,38.55,31.9,nonchurner
614.01,124.23,102.46,1,1,1,324,3,49,1,2,1,5,6,59.81,61.33,-7.62,43,39.8,38.05,6.4,nonchurner
592.76,93.96,93.96,0,0,0,1545,4,36,1,2,0,0,0,3.46,-4.97,7.79,5.47,2.61,6.04,48.84,nonchurner
623.64,106.13,111.68,1,1,1,584,4,29,0,1,14,8,18,-2.1,-0.23,-5.01,-1.86,-2.92,-4.43,-2.38,nonchurner
613.58,104.84,101.92,1,1,1,344,3,27,1,1,11,13,9,5.1,-0.92,2.86,-1.9,10.91,4.01,7.69,nonchurner
598.52,97.14,104.14,1,1,1,670,3,25,1,2,2,8,0,24.18,40.78,-22.93,14.23,20.99,14.52,8.63,nonchurner
635.61,120.67,166.8,1,1,1,2040,4,34,0,2,3,1,2,14.06,24.16,24.76,21.42,11.5,23.55,14.09,nonchurner
595.53,96.97,102.55,0,1,1,384,3,35,0,2,8,19,7,13.99,26.63,12.44,13.35,13.19,14.07,15.45,nonchurner
592.76,93.96,93.96,0,0,0,496,2,40,0,2,0,0,0,0,0,0,0,0,0,0,nonchurner
604.43,170.34,122.27,1,1,1,612,3,37,0,1,10,34,62,25.39,6.12,22.34,19.32,25.69,27.97,29.87,nonchurner
638.2,114.17,117.86,1,1,1,550,4,25,0,1,0,8,2,-0.04,1.66,-3.64,-2.64,-4.91,-5.85,-4.36,nonchurner
594.22,102.52,110.4,1,1,1,443,2,33,0,2,4,15,12,5.04,5.38,-3.96,-0.27,-1.72,9.37,0.07,nonchurner
981,395.86,107.59,1,1,1,619,4,40,0,2,14,10,4,61.85,6.45,4.63,7.94,13.27,10.21,3.57,nonchurner
602.55,99.5,97.52,0,0,0,583,4,28,1,1,2,4,3,20.35,21.48,16.83,17.38,-22.04,17.9,35.31,nonchurner
592.76,93.96,93.96,1,0,0,516,3,28,1,1,0,0,0,-64.77,17.16,13.54,24.44,14.31,15.75,10.54,nonchurner
592.76,93.96,93.96,0,0,0,531,4,30,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
623.39,133.57,97.19,1,1,1,754,4,29,0,1,1,1,0,-1.17,5.72,-54.49,0,0,0,0,nonchurner
656.11,163.79,178.36,1,1,1,468,4,29,0,1,2,0,1,-456.1,-483.42,-173.9,-158.67,5.64,1.23,-55.76,nonchurner
680.62,158.7,142.13,1,1,1,618,4,40,1,2,1,1,7,4.06,5.53,4.67,5.11,18.39,11.48,31.95,nonchurner
592.76,93.98,94.46,1,1,1,850,4,30,1,2,0,6,4,3.06,3.79,-0.26,0.06,-72.04,0,0,nonchurner
601.21,98.75,94.15,4,4,4,867,4,34,0,2,0,4,5,67.37,19.72,28.87,-22.24,-55.7,0,0,nonchurner
599.97,94.3,112.12,1,1,1,1240,3,38,1,2,0,4,2,28.63,2.64,10.46,22.05,21.14,22.19,26.08,nonchurner
630.7,146.19,142.66,1,0,0,750,1,48,0,1,3,27,3,0.66,-2.73,26.69,10.27,-6.69,25.21,33.94,nonchurner
680.59,99.84,112.32,1,0,0,450,3,32,0,1,3,0,1,-38.64,1.26,-5.09,-7.83,-6.81,-3.13,-20.06,nonchurner
599.71,96.28,99.02,1,1,1,751,1,27,1,1,0,0,0,-17.03,3.59,6.28,3.11,0.82,-55.69,-1.22,nonchurner
602.55,101.43,104.05,1,1,1,896,4,43,1,2,0,6,0,-3.69,9.67,-5.39,-7.41,-4.66,-6.5,-5.71,nonchurner
596.05,98.3,93.96,1,1,1,553,3,30,0,1,0,0,0,29.02,14.32,23.04,21.45,29.74,14.83,13.68,nonchurner
713.84,220.33,269.47,0,0,0,970,4,31,0,2,2,6,11,6.92,8.9,9,4.4,9.27,10.6,11.25,nonchurner
593.45,96.31,98.59,1,1,1,775,3,36,1,2,2,0,0,-10.78,-200.1,-29.99,-173.86,-225.41,-60.8,13.72,nonchurner
619.46,121.53,111.53,1,1,1,623,3,29,1,2,15,10,2,18.03,20.27,35.58,16.92,28.24,27.73,24.57,nonchurner
652.41,163.18,109.5,2,2,2,1250,4,39,1,1,14,3,3,22.47,10.26,37.99,23.86,24.81,25.52,27.87,nonchurner
598.94,94.45,94.66,1,1,1,260,3,53,1,2,28,52,23,34.1,12.07,23.27,19.09,23.52,15.42,9.21,nonchurner
595.45,95.94,94.78,1,1,1,514,3,42,1,2,0,0,0,-0.15,4.44,-1.19,-0.89,-0.11,-2.02,-2.24,nonchurner
609.15,108.09,104.88,0,0,0,474,4,41,0,2,36,41,46,0.13,-11.88,1.82,-10.32,-1.84,-30.88,-1.45,nonchurner
602.44,97.29,99.91,2,2,2,2476,4,45,1,2,0,0,0,34.64,8.67,31.75,35.36,38.56,21.35,37.18,nonchurner
773.8,275.19,275.36,1,1,1,1096,4,36,1,1,0,0,0,8.18,7.89,7.88,8,8.57,20.79,5.05,nonchurner
600.02,110.97,102.25,1,1,1,743,3,45,1,2,2,0,3,7.42,-2.02,12.63,6.5,3.37,8.09,1.91,nonchurner
597.62,93.96,93.96,1,1,1,493,3,38,0,1,0,0,0,-59.33,8.42,-0.32,-2.14,-0.44,0.18,-0.42,nonchurner
592.76,93.96,93.96,1,0,0,630,4,40,0,2,0,0,0,0,0,0,0,0,0,0,nonchurner
594.38,93.47,92.85,0,0,0,709,4,31,0,2,0,5,0,9.48,-3.7,9.37,15.98,6.91,6.45,6.59,nonchurner
596.69,112.2,105.66,1,1,1,570,4,32,1,2,0,2,0,15.97,7.48,13.15,12.66,14.72,9.09,19.4,nonchurner
592.76,93.96,93.96,1,1,1,565,4,30,0,1,0,0,0,28.05,-6.15,16.03,12.92,13.66,14.2,22.48,nonchurner
661.76,113.28,119.6,1,1,1,580,4,32,0,2,0,1,0,22.92,14.9,22.58,17.15,13.6,15.55,-80.18,nonchurner
1136.69,410.32,247.25,2,2,2,514,3,40,0,4,24,7,4,24.71,15.47,1.48,12.62,1.94,0.67,-0.85,nonchurner
595.96,106.69,101.64,1,1,1,525,3,34,0,1,9,46,16,-7.78,-4.71,-10.76,-2.99,-2.43,-5.25,-6.83,nonchurner
639.62,115.24,130.96,2,2,2,676,3,28,1,2,6,0,3,23.91,33.36,20.82,16.81,-10.56,-2.08,3.52,nonchurner
592.86,94.2,94.36,4,4,4,926,4,34,1,1,0,4,0,51.08,41.08,46.55,32.61,26.21,29.47,1.07,nonchurner
593.66,93.96,93.96,1,1,1,613,3,48,1,2,0,0,0,19.81,11.97,26.04,11.89,11.13,9.79,22.97,nonchurner
637.47,99.28,95.27,1,1,1,540,3,36,1,1,0,0,6,-26.62,2.96,8.73,-1.16,-0.71,0.44,4.77,nonchurner
633.83,113.3,109.06,0,0,0,1011,4,34,1,2,17,3,6,6.62,-30.47,-1.81,-2.02,2.58,-0.82,-5.92,nonchurner
626.08,93.63,94.13,0,0,0,1088,4,40,1,2,4,4,0,20.45,14.88,170.7,-243.41,-96.25,19.62,23.27,nonchurner
600.05,99.97,101.52,4,4,4,800,4,36,1,2,3,3,4,36.59,-6.95,2.85,0.22,4.91,6.08,8.94,nonchurner
615.35,103.03,95.91,0,0,0,801,4,32,1,2,5,5,0,16.84,4.74,23.24,13.86,16.77,20.99,30,nonchurner
610.63,93.96,93.96,1,1,0,385,3,34,1,2,0,0,0,-55.44,0.29,2.48,-1.36,1.65,-1.05,6.74,nonchurner
599.38,99.17,99.92,1,1,1,1601,3,52,1,2,0,3,0,0.05,5.01,-1.51,-0.98,-0.78,-0.77,-1.26,nonchurner
628.09,112.45,113.36,0,0,0,436,3,25,0,1,2,4,1,2.19,6.6,0.43,0.76,5.02,3.02,3.94,nonchurner
626.14,95.45,93.96,4,4,6,794,4,31,1,1,10,14,25,1.93,-26.84,4.03,-7.98,-15.11,0.3,8.96,nonchurner
613.7,102.51,101.31,0,0,0,359,4,32,0,1,4,0,15,2.54,6.85,0.57,-0.1,-0.27,0.52,0.48,nonchurner
1516.92,1200.05,1151.68,1,1,1,540,3,31,1,1,7,8,17,75.1,80.18,78.63,20.99,25.35,16.25,15.18,nonchurner
592.76,99.98,93.96,0,0,1,1250,4,57,1,1,0,1,0,2.92,0.15,3.06,13.4,-2.19,-5.62,-1.36,nonchurner
604.7,106.24,106.9,1,1,1,776,4,28,1,1,0,2,4,-7.29,12.45,-4.86,-4.66,1.23,2.23,8.1,nonchurner
605.88,107.5,100.79,1,1,1,597,3,29,1,1,8,10,2,7.28,10.79,5.76,7.84,2.64,44.11,-50.64,nonchurner
725.22,222.7,211.74,0,0,0,414,4,38,0,1,6,15,30,7.62,10.99,5.3,3.41,3.51,2.94,1.07,nonchurner
617.62,199.13,342.07,1,1,1,1339,4,32,1,2,0,10,3,-4.95,25.91,4,3.97,-15.22,0,0,nonchurner
592.24,98.47,101.1,1,1,1,468,3,32,0,1,0,1,8,23.06,5.98,20.22,13.21,-8.36,7.84,6.83,nonchurner
605.47,108.12,103.5,0,0,0,793,4,31,1,2,84,33,29,25.7,27.7,782.78,39.74,-795.86,13.27,44,nonchurner
592.76,93.96,93.96,1,1,1,860,4,37,1,1,0,0,8,22.6,34.05,0.13,1.2,1.18,1.1,10.07,nonchurner
625.07,116.97,116.62,1,1,1,1152,4,32,0,1,12,4,1,42.76,-0.41,30.85,25.5,26.33,33.2,40.7,nonchurner
608.38,94.66,150.61,1,1,1,1157,4,33,1,2,2,0,0,6.88,11.62,0.26,13.39,10.56,2.83,-0.17,nonchurner
636.83,123.72,110.39,1,1,1,1600,4,31,1,1,2,2,6,48.91,7.91,44.2,32.29,40.12,44.37,38.02,nonchurner
592.76,95.1,96.32,0,0,0,916,4,32,1,1,0,5,0,18.15,0,13.25,9.24,-2.53,-36.58,0,nonchurner
592.76,93.96,93.96,1,1,1,400,3,29,1,1,0,0,0,5.79,6.68,4.33,3.68,12.8,3.18,2.9,nonchurner
624.99,108.77,107.18,1,1,1,491,3,35,0,2,4,0,6,11.16,-0.92,10.48,-0.55,9.14,9.51,7.1,nonchurner
761.43,294.88,167.5,1,1,1,1893,4,40,1,2,0,0,0,43.3,12.52,44.95,47.97,39.56,35.3,54.21,nonchurner
621.87,152.98,153.63,1,1,1,1010,4,37,1,2,7,9,10,22,35.37,27.49,27.37,53.73,35.44,49.99,nonchurner
609.24,116.03,115.26,1,1,1,680,4,43,0,1,3,9,0,34.28,23.41,41,29.76,37.41,45.01,52.29,nonchurner
620.73,173.19,317.4,0,0,0,2196,4,50,1,4,0,0,0,-580.45,82.56,-678.81,-248.76,431.4,129.16,-367.31,nonchurner
593.52,94.51,96.37,0,0,1,504,4,28,1,1,0,6,0,16.45,10.55,-11.12,27.15,6.96,15,1.55,nonchurner
618.61,115.6,112.19,1,1,1,508,4,26,0,1,3,9,12,-0.79,2.28,-3.05,-2.45,5.47,-1.38,-4.22,nonchurner
